total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label
31631,9190,22441,28,,,
21105,20399,706,19,,,
23642,3258,20384,12,,,
33200,1554,31646,17,,,
29151,18821,10330,5,,,
33851,33487,364,8,,,
35352,15078,20274,10,,,
30818,5750,25068,5,,,
29224,14885,14339,5,,,
27318,5031,22287,8,,,
33763,12,33751,15,,,
29610,12777,16833,15,,,
32574,22538,10036,9,,,
31820,9025,22795,13,,,
31493,7413,24080,13,,,
27427,17174,10253,21,,,
23511,17393,6118,17,,,
31473,26505,4968,13,,,
31477,20601,10876,9,,,
21386,14577,6809,15,,,
26327,8392,17935,5,,,
35410,203,35207,14,,,
35251,13208,22043,21,,,
37310,1,37309,20,,,
29672,28449,1223,13,,,
24953,12928,12025,16,,,
33468,16590,16878,7,,,
24065,10180,13885,21,,,
30334,22085,8249,10,,,
25721,20268,5453,15,,,
35887,31595,4292,10,,,
31520,12429,19091,11,,,
34453,3787,30666,11,,,
29152,1859,27293,15,,,
33733,16766,16967,13,,,
35514,31769,3745,8,,,
31524,4793,26731,20,,,
29696,895,28801,17,,,
29549,10490,19059,6,,,
26196,14058,12138,7,,,
38269,25537,12732,8,,,
31382,30521,861,17,,,
34260,2811,31449,19,,,
28868,24757,4111,11,,,
35579,13252,22327,26,,,
33132,2675,30457,16,,,
27360,22771,4589,4,,,
29520,11411,18109,20,,,
25534,8612,16922,6,,,
22153,10973,11180,27,,,
21851,2209,19642,31,,,
31365,15552,15813,21,,,
21544,10291,11253,15,,,
35361,16653,18708,23,,,
27889,17979,9910,13,,,
39161,19838,19323,13,,,
31735,9790,21945,11,,,
26293,7902,18391,17,,,
33121,7381,25740,7,,,
27991,21819,6172,13,,,
25787,19534,6253,9,,,
21385,8945,12440,16,,,
31146,3194,27952,12,,,
21384,997,20387,6,,,
25799,21276,4523,14,,,
29391,13956,15435,6,,,
35659,31563,4096,16,,,
29109,20099,9010,11,,,
29914,23982,5932,3,,,
35503,2230,33273,26,,,
19493,16869,2624,22,,,
30978,26117,4861,10,,,
35468,1298,34170,16,,,
23798,6164,17634,14,,,
29610,7672,21938,20,,,
22537,4995,17542,8,,,
35591,31495,4096,14,,,
31257,24076,7181,18,,,
31994,16328,15666,6,,,
29650,6015,23635,17,,,
27312,11680,15632,7,,,
33564,5794,27770,8,,,
21607,12027,9580,18,,,
33860,26277,7583,20,,,
27892,13859,14033,28,,,
24151,2005,22146,14,,,
27920,3003,24917,10,,,
27382,21660,5722,17,,,
34001,11706,22295,15,,,
27826,1145,26681,9,,,
26987,24271,2716,22,,,
31484,22474,9010,16,,,
32275,7129,25146,13,,,
33819,3163,30656,22,,,
24445,20769,3676,9,,,
31496,29819,1677,10,,,
29575,1624,27951,13,,,
25304,23088,2216,18,,,
35417,16219,19198,25,,,
34931,6010,28921,14,,,
27897,2690,25207,12,,,
27294,22267,5027,6,,,
29911,92,29819,20,,,
24179,2993,21186,13,,,
26164,6916,19248,21,,,
30007,29060,947,16,,,
29215,20067,9148,5,,,
33462,26289,7173,15,,,
32383,2998,29385,16,,,
27555,12808,14747,10,,,
29432,12537,16895,16,,,
25356,12697,12659,6,,,
27099,19467,7632,15,,,
35309,10336,24973,8,,,
27852,5315,22537,13,,,
31123,12165,18958,17,,,
29071,12135,16936,10,,,
23749,7859,15890,11,,,
35321,3505,31816,5,,,
29891,25499,4392,8,,,
37049,36315,734,12,,,
19150,3330,15820,7,,,
29253,1428,27825,15,,,
31169,30950,219,12,,,
27642,14580,13062,16,,,
31848,16531,15317,7,,,
26621,11612,15009,17,,,
28762,22953,5809,18,,,
27639,24517,3122,15,,,
33846,16051,17795,17,,,
31335,17391,13944,5,,,
25991,8822,17169,19,,,
33845,743,33102,16,,,
35558,31162,4396,19,,,
29314,8293,21021,16,,,
23350,23166,184,17,,,
31473,29967,1506,8,,,
27272,20229,7043,15,,,
30102,21480,8622,12,,,
23578,4901,18677,8,,,
29643,23542,6101,13,,,
33449,27698,5751,12,,,
32046,13695,18351,21,,,
34860,29327,5533,18,,,
31742,19675,12067,24,,,
25301,14572,10729,14,,,
27318,5496,21822,21,,,
29404,15697,13707,13,,,
25939,5396,20543,11,,,
36795,31598,5197,11,,,
35627,6490,29137,25,,,
33368,19091,14277,9,,,
27589,2344,25245,14,,,
30591,3330,27261,12,,,
27666,11490,16176,8,,,
21625,12486,9139,17,,,
31824,18913,12911,14,,,
31857,31336,521,21,,,
30095,7311,22784,11,,,
31327,20765,10562,11,,,
23389,8606,14783,11,,,
20320,249,20071,7,,,
23498,5556,17942,16,,,
27052,25742,1310,11,,,
23825,3013,20812,8,,,
23582,4210,19372,8,,,
27978,9733,18245,18,,,
31010,7534,23476,9,,,
34081,32544,1537,17,,,
25177,19983,5194,4,,,
31917,28887,3030,15,,,
32005,14628,17377,12,,,
33935,29185,4750,6,,,
35533,32984,2549,14,,,
27107,7105,20002,15,,,
27677,17807,9870,11,,,
27052,4076,22976,20,,,
25154,7903,17251,15,,,
32527,14545,17982,17,,,
32141,3232,28909,13,,,
36041,4489,31552,17,,,
24157,6327,17830,16,,,
27213,24210,3003,21,,,
24640,15838,8802,15,,,
31026,17581,13445,14,,,
37255,18430,18825,7,,,
33406,22507,10899,18,,,
27900,6648,21252,15,,,
29608,66,29542,21,,,
28808,4208,24600,6,,,
31211,19903,11308,12,,,
31948,10134,21814,16,,,
33962,33776,186,25,,,
31055,27824,3231,10,,,
27672,11567,16105,4,,,
25099,19271,5828,17,,,
31610,8230,23380,17,,,
27591,11109,16482,17,,,
29600,2325,27275,11,,,
29057,20437,8620,17,,,
27763,25361,2402,11,,,
37468,8857,28611,13,,,
27623,24225,3398,15,,,
33287,7524,25763,17,,,
29632,21686,7946,12,,,
25206,15435,9771,13,,,
33712,5335,28377,11,,,
33667,25743,7924,16,,,
30445,16640,13805,5,,,
29660,729,28931,12,,,
25736,10746,14990,10,,,
16961,6998,9963,8,,,
36344,29237,7107,24,,,
29050,6782,22268,22,,,
27314,18603,8711,9,,,
27349,21342,6007,23,,,
29564,6902,22662,12,,,
29652,17390,12262,17,,,
21885,19580,2305,14,,,
25882,12054,13828,16,,,
35728,12866,22862,10,,,
25862,16003,9859,23,,,
33766,29612,4154,11,,,
23643,13755,9888,9,,,
31594,25498,6096,13,,,
31740,906,30834,15,,,
36388,22081,14307,10,,,
27397,22577,4820,3,,,
26002,3954,22048,14,,,
29569,25312,4257,12,,,
36122,6617,29505,19,,,
30050,11694,18356,22,,,
31214,10615,20599,17,,,
28870,4014,24856,20,,,
25375,19380,5995,12,,,
33810,9511,24299,7,,,
25525,16522,9003,8,,,
39962,30216,9746,21,,,
35399,6771,28628,7,,,
30203,6345,23858,7,,,
32827,5396,27431,20,,,
31703,17993,13710,16,,,
29160,20959,8201,9,,,
23738,11500,12238,15,,,
31909,4507,27402,16,,,
25780,5984,19796,9,,,
28188,4385,23803,16,,,
32204,10925,21279,10,,,
32050,10629,21421,13,,,
29533,10365,19168,12,,,
27280,7984,19296,9,,,
23782,23464,318,14,,,
30016,24780,5236,11,,,
27896,2996,24900,11,,,
31459,1073,30386,13,,,
29216,3034,26182,6,,,
28125,596,27529,11,,,
31310,3838,27472,15,,,
25964,4690,21274,32,,,
21958,4697,17261,19,,,
30965,20242,10723,26,,,
33285,24117,9168,19,,,
26961,8124,18837,25,,,
35419,17890,17529,18,,,
31509,29349,2160,20,,,
32067,6760,25307,12,,,
34935,10060,24875,18,,,
33693,6654,27039,13,,,
25684,22732,2952,11,,,
32100,28013,4087,19,,,
34129,12050,22079,16,,,
24096,23451,645,12,,,
31923,2163,29760,9,,,
31952,2796,29156,5,,,
29815,9016,20799,16,,,
27802,23219,4583,24,,,
36477,10579,25898,10,,,
34428,19533,14895,11,,,
26163,19137,7026,12,,,
37416,12650,24766,15,,,
32756,26144,6612,9,,,
19756,5096,14660,14,,,
29256,26675,2581,11,,,
27725,19936,7789,9,,,
33731,4555,29176,18,,,
33842,7612,26230,13,,,
31558,1635,29923,16,,,
22069,7039,15030,20,,,
31623,29377,2246,6,,,
30640,27518,3122,3,,,
25539,5248,20291,15,,,
33516,23988,9528,14,,,
25307,16331,8976,12,,,
33648,11299,22349,12,,,
31649,2581,29068,11,,,
29750,15012,14738,14,,,
36765,24584,12181,15,,,
28638,16348,12290,11,,,
26770,5822,20948,7,,,
29435,10578,18857,21,,,
33564,21778,11786,9,,,
31277,15514,15763,17,,,
29551,16565,12986,18,,,
37197,18380,18817,12,,,
26266,17426,8840,13,,,
31472,4155,27317,7,,,
29711,27006,2705,5,,,
24229,21881,2348,14,,,
26776,22279,4497,23,,,
29522,12259,17263,13,,,
27982,3291,24691,19,,,
31314,7346,23968,10,,,
32097,20785,11312,12,,,
26345,6070,20275,26,,,
28983,11965,17018,18,,,
31393,20876,10517,10,,,
23425,11522,11903,7,,,
33384,20864,12520,17,,,
31436,11267,20169,11,,,
31952,28731,3221,9,,,
25885,5473,20412,9,,,
31177,17580,13597,16,,,
23582,3036,20546,12,,,
33605,2576,31029,9,,,
29536,5899,23637,13,,,
24038,6534,17504,16,,,
29970,22050,7920,23,,,
27842,26532,1310,18,,,
26026,2105,23921,17,,,
29455,20347,9108,17,,,
35323,13751,21572,18,,,
30096,13986,16110,13,,,
28375,16082,12293,19,,,
29867,20431,9436,11,,,
33111,6988,26123,15,,,
23551,22150,1401,17,,,
31827,15383,16444,5,,,
31118,29952,1166,16,,,
32732,22809,9923,22,,,
30250,6454,23796,19,,,
32089,352,31737,8,,,
27750,1302,26448,13,,,
34889,18584,16305,17,,,
25729,4429,21300,4,,,
23040,20026,3014,7,,,
25628,7955,17673,12,,,
25759,8692,17067,16,,,
28305,22275,6030,10,,,
23900,15575,8325,9,,,
38035,35744,2291,14,,,
25938,25206,732,18,,,
23225,17222,6003,30,,,
28154,8046,20108,6,,,
29436,2184,27252,10,,,
25538,5925,19613,11,,,
21858,8766,13092,17,,,
29444,452,28992,10,,,
21838,5300,16538,10,,,
29149,23462,5687,12,,,
29621,18090,11531,8,,,
34514,18695,15819,22,,,
29310,4753,24557,16,,,
29981,12987,16994,8,,,
29317,10105,19212,12,,,
31777,28749,3028,18,,,
29896,16697,13199,12,,,
29981,4777,25204,21,,,
37245,5770,31475,15,,,
33151,226,32925,17,,,
26659,2779,23880,11,,,
31535,7670,23865,7,,,
29027,21245,7782,17,,,
31253,21092,10161,15,,,
27425,10534,16891,10,,,
32237,16395,15842,7,,,
21309,1318,19991,23,,,
23666,21941,1725,12,,,
33102,21480,11622,21,,,
28090,23088,5002,15,,,
34063,30374,3689,17,,,
30940,28644,2296,11,,,
35707,10696,25011,9,,,
31783,6893,24890,10,,,
25124,9630,15494,26,,,
29068,24706,4362,7,,,
31498,14362,17136,8,,,
23244,14769,8475,12,,,
33595,7700,25895,5,,,
33323,9583,23740,11,,,
31247,4342,26905,11,,,
31731,21001,10730,13,,,
33592,22232,11360,13,,,
33726,5953,27773,18,,,
39873,29409,10464,13,,,
25773,8549,17224,14,,,
31247,25567,5680,12,,,
24811,443,24368,18,,,
31696,7083,24613,8,,,
23130,16127,7003,6,,,
30042,20895,9147,18,,,
27598,8856,18742,10,,,
23716,20266,3450,8,,,
26202,5927,20275,21,,,
29551,13528,16023,17,,,
27046,25705,1341,8,,,
25473,16268,9205,9,,,
35459,31526,3933,9,,,
29607,6021,23586,8,,,
30080,14855,15225,11,,,
31176,27569,3607,22,,,
24071,21475,2596,14,,,
32188,18790,13398,12,,,
31999,12525,19474,13,,,
34969,31321,3648,29,,,
27219,13728,13491,9,,,
33668,22393,11275,9,,,
33074,30847,2227,23,,,
27570,3459,24111,22,,,
33367,3799,29568,15,,,
31663,10272,21391,10,,,
39167,30035,9132,10,,,
37428,13679,23749,8,,,
25594,10718,14876,11,,,
35000,602,34398,20,,,
29629,10724,18905,10,,,
29671,20331,9340,20,,,
25898,22502,3396,10,,,
35666,26997,8669,14,,,
35672,7349,28323,3,,,
34807,15258,19549,7,,,
33546,1954,31592,4,,,
35330,558,34772,13,,,
33412,17520,15892,7,,,
32088,26822,5266,10,,,
33355,9830,23525,24,,,
27324,16144,11180,10,,,
27061,16331,10730,9,,,
31771,24475,7296,10,,,
35614,33763,1851,5,,,
31257,24276,6981,9,,,
33388,3594,29794,7,,,
26950,15137,11813,15,,,
33313,11947,21366,19,,,
32045,29652,2393,13,,,
38438,7249,31189,7,,,
27377,5331,22046,8,,,
32142,22034,10108,16,,,
27635,8849,18786,16,,,
31635,21616,10019,14,,,
37841,3841,34000,7,,,
31635,10640,20995,9,,,
25426,3325,22101,10,,,
34271,19371,14900,13,,,
31404,23574,7830,16,,,
27685,15484,12201,4,,,
33385,4807,28578,9,,,
21465,16205,5260,11,,,
19859,16580,3279,14,,,
21570,4424,17146,12,,,
33903,15522,18381,14,,,
27431,9021,18410,6,,,
35478,18652,16826,15,,,
27736,26924,812,15,,,
30780,5550,25230,12,,,
25944,1096,24848,23,,,
35566,15001,20565,7,,,
33737,33211,526,18,,,
28920,7634,21286,17,,,
29637,20747,8890,18,,,
31564,21013,10551,18,,,
33221,22997,10224,18,,,
19187,11998,7189,10,,,
33287,6618,26669,11,,,
25837,14664,11173,15,,,
31271,25721,5550,18,,,
33263,4005,29258,7,,,
25951,18662,7289,9,,,
19782,5662,14120,19,,,
31631,23635,7996,13,,,
40133,20704,19429,9,,,
29661,28556,1105,8,,,
29350,3698,25652,10,,,
31812,24933,6879,15,,,
30316,20630,9686,11,,,
31535,27642,3893,18,,,
25535,25407,128,11,,,
27560,15932,11628,5,,,
29437,4,29433,6,,,
35644,22127,13517,18,,,
29943,6345,23598,23,,,
31140,2432,28708,19,,,
23264,22813,451,15,,,
21178,19286,1892,11,,,
24090,9328,14762,15,,,
23463,11831,11632,10,,,
31168,27926,3242,31,,,
35819,15852,19967,6,,,
28071,19220,8851,9,,,
33635,25271,8364,27,,,
32665,25350,7315,12,,,
29704,1801,27903,26,,,
29543,24644,4899,13,,,
25692,20599,5093,13,,,
33375,2450,30925,15,,,
31197,10667,20530,14,,,
29901,26745,3156,8,,,
34180,26965,7215,9,,,
31149,5194,25955,13,,,
31292,28708,2584,15,,,
29878,13078,16800,20,,,
31745,7153,24592,23,,,
31637,13166,18471,20,,,
35385,31370,4015,17,,,
21741,21180,561,6,,,
27320,12647,14673,10,,,
27534,1146,26388,6,,,
31267,9536,21731,3,,,
27710,9073,18637,16,,,
21558,926,20632,10,,,
32120,13899,18221,18,,,
25414,21046,4368,14,,,
28105,10714,17391,6,,,
19846,10627,9219,8,,,
23993,8034,15959,13,,,
33472,19457,14015,10,,,
37439,10508,26931,16,,,
41891,30768,11123,22,,,
33876,23283,10593,10,,,
30892,19035,11857,10,,,
25692,12946,12746,5,,,
30847,15632,15215,11,,,
31081,9564,21517,11,,,
27283,18924,8359,15,,,
27705,7656,20049,15,,,
27588,18765,8823,13,,,
27870,17120,10750,14,,,
31578,22531,9047,14,,,
25263,24652,611,8,,,
32435,26730,5705,11,,,
31456,29466,1990,18,,,
26017,10662,15355,12,,,
34642,27289,7353,16,,,
27747,23962,3785,5,,,
29794,1624,28170,12,,,
33484,18789,14695,11,,,
30868,23690,7178,21,,,
29960,5985,23975,16,,,
29317,15375,13942,13,,,
28823,4004,24819,6,,,
21940,12086,9854,6,,,
25675,22010,3665,16,,,
24407,8350,16057,16,,,
35568,31353,4215,20,,,
36235,10214,26021,17,,,
30286,10763,19523,11,,,
26096,15873,10223,11,,,
24022,9456,14566,27,,,
25330,566,24764,15,,,
35512,8677,26835,27,,,
29626,11050,18576,19,,,
21828,4643,17185,17,,,
24004,13555,10449,24,,,
26169,11434,14735,7,,,
31361,14746,16615,21,,,
28624,4471,24153,12,,,
36393,14451,21942,18,,,
24995,18274,6721,16,,,
33344,30249,3095,20,,,
39387,26692,12695,9,,,
31304,28327,2977,10,,,
31528,16069,15459,18,,,
31215,25318,5897,10,,,
29783,15407,14376,6,,,
29726,9240,20486,11,,,
27877,6395,21482,22,,,
40678,39853,825,21,,,
21282,3950,17332,22,,,
30986,18632,12354,11,,,
32977,11170,21807,13,,,
33299,5280,28019,12,,,
29206,9441,19765,9,,,
31788,506,31282,14,,,
32010,4059,27951,12,,,
28128,5142,22986,20,,,
27720,22682,5038,22,,,
24139,7745,16394,15,,,
37136,574,36562,19,,,
27833,12860,14973,17,,,
28372,8434,19938,7,,,
30114,10960,19154,13,,,
30284,29040,1244,10,,,
25205,11631,13574,14,,,
29868,4839,25029,10,,,
21606,13366,8240,8,,,
33609,16480,17129,14,,,
28117,112,28005,7,,,
33369,2910,30459,13,,,
36341,10625,25716,22,,,
26317,360,25957,5,,,
31944,8497,23447,23,,,
30420,23393,7027,17,,,
32463,8421,24042,20,,,
31740,16537,15203,15,,,
34106,16958,17148,15,,,
27856,15972,11884,20,,,
24211,12445,11766,11,,,
25935,6765,19170,12,,,
33667,25428,8239,11,,,
35110,19993,15117,18,,,
27994,14742,13252,13,,,
32055,28154,3901,14,,,
23104,17013,6091,14,,,
24153,15808,8345,26,,,
21886,4612,17274,20,,,
31392,29283,2109,8,,,
31627,193,31434,11,,,
31741,9046,22695,9,,,
31581,901,30680,9,,,
29310,22104,7206,4,,,
32269,16349,15920,12,,,
29643,7490,22153,23,,,
29531,27925,1606,23,,,
33126,25810,7316,15,,,
21988,6223,15765,30,,,
31429,2308,29121,18,,,
38033,4525,33508,10,,,
25213,9704,15509,7,,,
27552,25157,2395,19,,,
31691,19990,11701,28,,,
22015,7391,14624,10,,,
25183,21650,3533,12,,,
31642,13628,18014,20,,,
27492,16226,11266,16,,,
29047,6972,22075,8,,,
24211,2354,21857,14,,,
32031,21167,10864,10,,,
23527,8408,15119,11,,,
26243,21711,4532,15,,,
26045,1921,24124,14,,,
29416,4685,24731,9,,,
31628,69,31559,21,,,
29638,1743,27895,3,,,
30021,6240,23781,15,,,
23352,727,22625,15,,,
33437,18980,14457,18,,,
29783,3622,26161,11,,,
30676,22441,8235,5,,,
31363,28244,3119,15,,,
36283,499,35784,14,,,
29604,11434,18170,10,,,
29993,12032,17961,7,,,
27295,22444,4851,20,,,
27268,7060,20208,11,,,
30038,1011,29027,14,,,
27416,176,27240,29,,,
31429,22343,9086,15,,,
28040,195,27845,10,,,
29587,9334,20253,11,,,
25513,6032,19481,13,,,
33328,7838,25490,16,,,
33392,26936,6456,29,,,
29690,4623,25067,13,,,
34858,23011,11847,16,,,
36535,4219,32316,13,,,
25642,12516,13126,10,,,
25660,24183,1477,12,,,
33136,32351,785,5,,,
27995,10014,17981,17,,,
36007,31218,4789,14,,,
27484,22724,4760,20,,,
29850,12618,17232,21,,,
34316,23835,10481,4,,,
30163,1548,28615,15,,,
29389,4584,24805,20,,,
26864,9601,17263,13,,,
25053,16750,8303,17,,,
31946,5192,26754,28,,,
34232,34132,100,8,,,
27680,21318,6362,10,,,
33662,31053,2609,8,,,
29185,7025,22160,5,,,
30739,19220,11519,7,,,
27756,4384,23372,8,,,
31385,6238,25147,8,,,
33385,12456,20929,16,,,
25736,2385,23351,19,,,
35757,35005,752,11,,,
31568,18009,13559,11,,,
23392,11727,11665,11,,,
23636,19396,4240,9,,,
29695,5715,23980,7,,,
29533,29285,248,12,,,
29665,6430,23235,10,,,
31897,5062,26835,18,,,
29744,17331,12413,15,,,
27547,24394,3153,17,,,
29454,25122,4332,12,,,
30178,1559,28619,5,,,
31414,7939,23475,14,,,
30347,3443,26904,13,,,
35442,34311,1131,8,,,
21799,11689,10110,7,,,
25776,20265,5511,8,,,
23658,5289,18369,20,,,
23835,20638,3197,16,,,
37965,7211,30754,29,,,
30088,26937,3151,17,,,
21528,18459,3069,24,,,
31227,5843,25384,21,,,
28211,27340,871,5,,,
32115,30373,1742,17,,,
27843,25803,2040,14,,,
29368,16999,12369,12,,,
27571,13833,13738,9,,,
39861,22695,17166,11,,,
31771,12836,18935,9,,,
29935,9531,20404,23,,,
27725,13466,14259,10,,,
26023,5295,20728,11,,,
29458,10816,18642,20,,,
25643,11251,14392,12,,,
27811,27252,559,13,,,
25615,24666,949,19,,,
27743,6129,21614,21,,,
33335,21745,11590,10,,,
33866,8193,25673,13,,,
28184,7497,20687,14,,,
28908,89,28819,18,,,
27446,8158,19288,17,,,
31951,5159,26792,15,,,
30109,29416,693,21,,,
31886,1567,30319,18,,,
31613,8478,23135,10,,,
29530,5388,24142,13,,,
25307,14867,10440,17,,,
32742,4053,28689,5,,,
27441,19852,7589,13,,,
31564,13780,17784,7,,,
21973,2098,19875,20,,,
33406,31378,2028,5,,,
29789,23697,6092,8,,,
32079,3596,28483,15,,,
37295,9594,27701,11,,,
29948,24454,5494,8,,,
19880,10032,9848,10,,,
35258,28704,6554,11,,,
35447,13739,21708,9,,,
21949,12462,9487,20,,,
21565,6786,14779,7,,,
29610,12065,17545,9,,,
36371,7719,28652,10,,,
33703,16478,17225,18,,,
37992,672,37320,18,,,
29761,10515,19246,18,,,
35308,17751,17557,6,,,
27138,23101,4037,12,,,
32625,27414,5211,20,,,
37399,6438,30961,14,,,
32329,15123,17206,16,,,
31918,24972,6946,15,,,
27403,329,27074,18,,,
27206,13750,13456,13,,,
25151,18587,6564,11,,,
36013,30774,5239,11,,,
27386,25582,1804,20,,,
32947,5530,27417,8,,,
29119,11859,17260,8,,,
31083,14959,16124,11,,,
33142,17199,15943,13,,,
29918,27136,2782,14,,,
33721,31239,2482,8,,,
27575,10322,17253,18,,,
33107,21553,11554,14,,,
25838,15541,10297,9,,,
29946,28148,1798,11,,,
25337,12829,12508,5,,,
35033,28269,6764,5,,,
31436,15357,16079,16,,,
35544,27294,8250,9,,,
34164,19194,14970,11,,,
33464,5023,28441,13,,,
31741,14140,17601,18,,,
22051,18018,4033,19,,,
32019,14668,17351,5,,,
35770,974,34796,7,,,
27237,914,26323,19,,,
27988,5306,22682,13,,,
33895,19734,14161,13,,,
31291,4617,26674,7,,,
34100,10954,23146,4,,,
31432,22221,9211,7,,,
26855,16514,10341,13,,,
29606,14315,15291,10,,,
25580,19590,5990,12,,,
25272,16011,9261,22,,,
28014,8292,19722,10,,,
27876,12172,15704,21,,,
25560,3844,21716,11,,,
29203,28252,951,20,,,
30117,15663,14454,9,,,
20400,12975,7425,14,,,
25308,18512,6796,10,,,
31406,24206,7200,15,,,
31807,21727,10080,16,,,
27590,11817,15773,29,,,
33725,16279,17446,10,,,
28072,4747,23325,18,,,
37403,5065,32338,14,,,
25785,21126,4659,23,,,
31558,1899,29659,13,,,
27735,19894,7841,12,,,
32316,18368,13948,7,,,
32267,31776,491,5,,,
32676,3769,28907,9,,,
29810,11327,18483,7,,,
38822,8100,30722,13,,,
33190,12183,21007,3,,,
31817,23975,7842,17,,,
29220,1001,28219,18,,,
36999,7687,29312,17,,,
23892,11118,12774,16,,,
31505,18258,13247,25,,,
27653,16712,10941,17,,,
33730,6152,27578,12,,,
32988,5986,27002,10,,,
26950,4232,22718,16,,,
33511,13274,20237,13,,,
19854,15977,3877,15,,,
33534,1718,31816,15,,,
32376,30149,2227,14,,,
33042,7339,25703,17,,,
33259,10826,22433,17,,,
27977,13339,14638,6,,,
35568,34113,1455,18,,,
33376,13657,19719,11,,,
30060,10532,19528,16,,,
31029,26839,4190,9,,,
34519,21485,13034,13,,,
21510,15640,5870,21,,,
31865,14670,17195,9,,,
28212,15160,13052,10,,,
25434,21918,3516,25,,,
35863,2137,33726,8,,,
27918,7796,20122,4,,,
37655,35390,2265,16,,,
32371,10308,22063,10,,,
26153,11852,14301,12,,,
31426,27147,4279,18,,,
27313,14235,13078,10,,,
21376,2177,19199,10,,,
34029,13877,20152,10,,,
27461,12233,15228,5,,,
27792,21056,6736,12,,,
29484,13332,16152,8,,,
31303,26616,4687,10,,,
36009,4678,31331,17,,,
31718,19738,11980,19,,,
33661,6342,27319,17,,,
28330,9358,18972,10,,,
36240,29942,6298,13,,,
27820,21587,6233,11,,,
27713,15150,12563,21,,,
28597,6575,22022,8,,,
36773,2089,34684,13,,,
32249,11635,20614,11,,,
32332,2245,30087,14,,,
19392,16884,2508,16,,,
36660,14731,21929,8,,,
29509,10630,18879,13,,,
37701,24973,12728,17,,,
35915,3501,32414,14,,,
35744,34322,1422,20,,,
33550,7499,26051,21,,,
28964,19306,9658,21,,,
37757,1474,36283,10,,,
35157,3126,32031,6,,,
27569,20368,7201,15,,,
34657,27609,7048,20,,,
21797,15002,6795,20,,,
35936,12855,23081,8,,,
35842,2942,32900,16,,,
24985,24081,904,9,,,
29934,2944,26990,9,,,
31508,3318,28190,12,,,
29287,1100,28187,8,,,
20168,4268,15900,11,,,
35369,15250,20119,21,,,
27803,306,27497,21,,,
29407,28152,1255,17,,,
33437,26739,6698,8,,,
31951,14082,17869,13,,,
30258,19981,10277,24,,,
33710,18357,15353,7,,,
29597,16814,12783,19,,,
26969,26011,958,7,,,
25687,11962,13725,15,,,
31675,4442,27233,7,,,
33451,31056,2395,17,,,
29448,27703,1745,9,,,
21273,12064,9209,16,,,
33213,13764,19449,18,,,
35771,29804,5967,18,,,
33382,6893,26489,18,,,
23718,4811,18907,20,,,
33339,13925,19414,18,,,
31652,11862,19790,16,,,
33472,21245,12227,6,,,
27947,26155,1792,8,,,
32094,17151,14943,14,,,
27205,24773,2432,15,,,
25770,4492,21278,7,,,
29713,28607,1106,7,,,
29209,15018,14191,8,,,
28026,17489,10537,14,,,
27432,13005,14427,14,,,
31567,20648,10919,18,,,
33346,6588,26758,9,,,
29626,27300,2326,15,,,
36993,15072,21921,10,,,
27592,24295,3297,18,,,
27353,21745,5608,9,,,
30164,6403,23761,9,,,
25871,4896,20975,8,,,
33573,2325,31248,15,,,
32379,25266,7113,11,,,
29865,24530,5335,15,,,
27944,25803,2141,21,,,
31427,10841,20586,17,,,
32530,30631,1899,16,,,
35306,9780,25526,8,,,
30228,2062,28166,16,,,
28989,13498,15491,13,,,
29118,15292,13826,9,,,
35493,17107,18386,8,,,
33749,5019,28730,26,,,
23643,2754,20889,17,,,
27545,25782,1763,5,,,
29509,29233,276,10,,,
31323,3250,28073,12,,,
31645,16767,14878,19,,,
27921,17074,10847,22,,,
25938,24209,1729,11,,,
31770,21856,9914,17,,,
28880,2874,26006,9,,,
22177,14073,8104,15,,,
31744,18154,13590,16,,,
26673,24545,2128,16,,,
29574,658,28916,7,,,
29785,27846,1939,7,,,
29615,22659,6956,12,,,
28920,12022,16898,17,,,
29137,22412,6725,14,,,
29945,19247,10698,11,,,
27245,15745,11500,9,,,
29821,27324,2497,15,,,
33585,30390,3195,21,,,
